address,aka_name,facility_type,inspection_date,inspection_id,inspection_type,latitude,license_,longitude,results,risk,violation_count,average_violations_per_inspection,times_inspected
3121 N PULASKI RD ,ANTONIA PANTOJA H.S.,School,2019-05-01,2286054,Canvass,41.93792920397516,70228.0,-87.7270034809162,Out of Business,Risk 3 (Low),0,,
3808-3810 W NORTH AVE ,SIERRA & SONS Y SU SABOR LATINO,Restaurant,2019-05-01,2286076,Canvass Re-Inspection,41.910044278257644,2298351.0,-87.72188751465175,Pass w/ Conditions,Risk 1 (High),20,,
4030 W ROOSEVELT RD ,SUBWAY,Restaurant,2019-05-01,2286098,Canvass,41.866265255827436,1447811.0,-87.72633060161976,Fail,Risk 1 (High),3,,
1065 W GRANVILLE AVE ,HAPPY GROCERY,Grocery Store,2019-05-01,2286097,License,41.99446931501553,2658899.0,-87.65812528718237,Pass w/ Conditions,Risk 3 (Low),3,,
2649 W 51ST ST ,TEDDY BEAR NURSERY SCHOOLS INC,Children's Services Facility,2019-05-01,2286088,License,41.800929053272796,2215476.0,-87.69107292283529,Pass w/ Conditions,Risk 1 (High),3,,
756 E 111TH ST ,ONE ELEVEN FOOD HALL,Restaurant,2019-05-01,2286087,License Re-Inspection,41.692975933284224,2641932.0,-87.60266451724691,Fail,Risk 1 (High),4,,
3268 N CLARK ST ,MANHATTAN BAGELS,Restaurant,2019-05-01,2286084,License,41.94157492848754,2636386.0,-87.65215811933149,Not Ready,Risk 1 (High),0,,
1156 1/2 W 51ST ST ,JOE'S BREAKFAST & GRILL,Restaurant,2019-05-01,2286057,Canvass Re-Inspection,41.801563482079175,2390882.0,-87.65491674033504,Pass w/ Conditions,Risk 1 (High),7,,
324 N LEAVITT ST ,"Kitchen Chicago, LLC",Shared Kitchen,2019-05-01,2286064,Canvass Re-Inspection,41.88743405025222,2119905.0,-87.68184949426895,Pass,Risk 1 (High),1,,
7601 S CICERO AVE ,"TASTY CHILL, INC.",Restaurant,2019-05-01,2286055,License Re-Inspection,41.75466012439375,2636322.0,-87.7413847586052,Pass,Risk 2 (Medium),4,,
736 W FULLERTON AVE ,BOURGEOIS PIG: THE CAFE,Restaurant,2019-04-30,2285979,Canvass,41.92557753673624,2103725.0,-87.64777376041414,Pass w/ Conditions,Risk 2 (Medium),14,,
5352 W DEVON AVE ,NUTS N MORE,Grocery Store,2019-04-30,2286048,Canvass,41.99744276536437,2495693.0,-87.76279896972342,Pass,Risk 2 (Medium),3,,
150 N CLINTON ST ,ARAMARK @ INFORMATION RESOURCES,Restaurant,2019-04-30,2286010,Canvass,41.88462406096975,1141451.0,-87.64142458783789,Pass w/ Conditions,Risk 1 (High),8,,
1815 W CHICAGO AVE ,DONA NATYS TACOS,Restaurant,2019-04-30,2286035,Complaint,41.89587067335873,2631929.0,-87.67282138868008,Pass w/ Conditions,Risk 1 (High),9,,
2300 N MILWAUKEE AVE ,SUBWAY,Restaurant,2019-04-30,2286030,Complaint,41.922842576706046,1574489.0,-87.69748748180638,Fail,Risk 1 (High),12,,
7047-7049 N CLARK ST ,EL FAMOUS RESTAURANT,Restaurant,2019-04-30,2286023,Canvass,42.0103881189875,12601.0,-87.67411912625515,Pass,Risk 1 (High),4,,
5442 N MILWAUKEE AVE ,ANDY'S DELI,Grocery Store,2019-04-30,2285962,Canvass,41.98033761320981,1351717.0,-87.77217917253893,Pass w/ Conditions,Risk 1 (High),15,,
2656 W Lawrence AVE ,GOOSEFOOT,Restaurant,2019-04-30,2285964,Canvass,41.96866318490796,2120493.0,-87.69610498322784,Pass w/ Conditions,Risk 1 (High),3,,
5959 W GRAND AVE ,RESTAURANT EL RANCHITO,Restaurant,2019-04-30,2286033,Canvass Re-Inspection,41.92042651834003,1273737.0,-87.77549900214632,Pass w/ Conditions,Risk 1 (High),4,,
1546 W 35TH ST ,LAURA'S PIZZA AND PASTA INC.,Restaurant,2019-04-30,2286044,License,41.83061909968553,2663729.0,-87.66498111376345,Fail,Risk 1 (High),4,,
4925 N BROADWAY ,THAI PASTRY RESTAURANT,Restaurant,2019-04-30,2286026,Complaint,41.9722135569909,2263388.0,-87.65960910010729,Pass,Risk 1 (High),2,15.0,1.0
4570 N BROADWAY ,J & N GRILLE,,2019-04-30,2285965,License,41.96527014438853,2663742.0,-87.65755429202558,Not Ready,Risk 1 (High),0,,
2766 N MILWAUKEE AVE ,RYUU ASIAN BBQ,Restaurant,2019-04-30,2285963,Canvass Re-Inspection,41.931370639732926,2458479.0,-87.71141818329198,Pass w/ Conditions,Risk 1 (High),13,5.0,3.0
1401 W 18TH ST ,GIORDANO'S PIZZA,Restaurant,2019-04-30,2285985,License,41.85776469124289,2528538.0,-87.66138509368912,Pass,Risk 3 (Low),0,,
1645 W JACKSON BLVD ,PARK TAVERN,Restaurant,2019-04-30,2286037,Canvass Re-Inspection,41.877485534693925,36240.0,-87.66852104233708,Pass,Risk 1 (High),3,,
1952 N DAMEN AVE ,STONE FLOWER,Restaurant,2019-04-30,2286028,License,41.91744056947377,2637146.0,-87.67775723723447,Not Ready,Risk 1 (High),0,,
505 N ST CLAIR ST ,CATERPILLAR CARE,Children's Services Facility,2019-04-30,2285978,License,41.89112982511526,2636784.0,-87.62250921639038,Fail,Risk 1 (High),17,,
4212-4214 N MILWAUKEE AVE ,LA PENA RESTAURANTE,Restaurant,2019-04-30,2286020,Canvass,41.957332197493365,1120265.0,-87.75179741856311,Pass w/ Conditions,Risk 1 (High),8,7.0,1.0
2654 W LAWRENCE AVE ,GOOSEFOOT FOOD & WINE,Grocery Store,2019-04-30,2286001,Canvass,41.96866358615272,2284770.0,-87.69602698993899,Pass w/ Conditions,Risk 2 (Medium),2,,
3301 W EVERGREEN AVE ,EVERGREEN CONVENIENT FOOD,Grocery Store,2019-04-30,2285988,Canvass,41.90543225221215,2089353.0,-87.709442815952,Out of Business,Risk 1 (High),0,,
2300 S THROOP ST ,TAZACOS GOURMET TACOS,Mobile Food Preparer,2019-04-30,2285983,License,41.85045102427,2658718.0,-87.65879785567869,Pass,Risk 1 (High),1,,
2141 W ARMITAGE AVE ,CIALES POULTRY,Grocery Store,2019-04-30,2286014,Canvass Re-Inspection,41.91756419692421,6876.0,-87.68171694459953,Pass w/ Conditions,Risk 1 (High),10,,
2513 W ARMITAGE AVE ,DRINK SHOP,TAVERN,2019-04-30,2285986,License,41.917439165597116,2630762.0,-87.6904748909934,Fail,Risk 3 (Low),5,,
100 S STATE ST ,CAPITAL ONE CAFE,Restaurant,2019-04-30,2286016,License,41.88071513784339,2595407.0,-87.62787607841581,Not Ready,Risk 2 (Medium),0,,
1301 S Michigan AVE ,NEPAL HOUSE,Restaurant,2019-04-30,2286004,Complaint,41.86570260855135,2222204.0,-87.62396590534365,Pass w/ Conditions,Risk 1 (High),14,,
251 E HURON ST ,AU BON PAIN,Restaurant,2019-04-30,2285992,Complaint Re-Inspection,41.89490330235543,2229492.0,-87.62074372623964,Pass,Risk 1 (High),0,,
2300 S THROOP ST ,CYNTHIA'S GUMBO EXPRESS,MOBILE FOOD,2019-04-30,2285994,License Re-Inspection,41.85045102427,2658758.0,-87.65879785567869,Fail,Risk 1 (High),3,,
3046-3050 W 63RD ST ,LA MIXTECA POBLANA 2 LLC,Restaurant,2019-04-30,2286039,Canvass Re-Inspection,41.77912714242079,2359305.0,-87.70013838591088,Pass,Risk 1 (High),0,8.0,1.0
500 N KINGSBURY ST ,EAST BANK CLUB,Restaurant,2019-04-30,2286013,Canvass,41.89068430238799,1955.0,-87.63939528336996,Pass w/ Conditions,Risk 1 (High),10,,
3308 N WESTERN AVE ,ICE Q,Restaurant,2019-04-30,2286012,License,41.94158571345376,2663727.0,-87.6883761991959,Pass w/ Conditions,Risk 2 (Medium),4,,
2916 W IRVING PARK RD ,MARINERO BAR AND GRILL,Restaurant,2019-04-30,2286005,Canvass,41.954068125180704,1797882.0,-87.70147782880943,No Entry,Risk 1 (High),0,,
1563 N WELLS ST ,MCDONALDS,Restaurant,2019-04-30,2286047,Canvass,41.910954472764786,78375.0,-87.63455748223663,Pass w/ Conditions,Risk 2 (Medium),3,,
4830 N PULASKI RD ,SARPINO'S PIZZERIA,Restaurant,2019-04-30,2286019,Canvass,41.9691923029365,2055430.0,-87.72820341214991,Out of Business,Risk 2 (Medium),0,,
5245 W FULLERTON AVE ,PALETERIA LINDO MICHOACAN,Restaurant,2019-04-30,2285976,License,41.92397325927494,2664140.0,-87.75798631267563,Pass w/ Conditions,Risk 1 (High),9,,
4830 N PULASKI RD ,SARPINO'S PIZZERIA,Restaurant,2019-04-30,2286021,Canvass,41.9691923029365,2583730.0,-87.72820341214991,Out of Business,Risk 2 (Medium),0,,
5601 W IRVING PARK RD ,TAQUERIA AMIGO CHINO,Restaurant,2019-04-30,2285997,Canvass,41.95307342441258,1242757.0,-87.76705641473059,Fail,Risk 1 (High),6,,
1746 W ADDISON ST ,CAFE ORCHID,Restaurant,2019-04-30,2286045,Canvass,41.94704228571703,1821381.0,-87.6732330040567,Fail,Risk 1 (High),18,,
1431 N CLAREMONT AVE ,ST ELIZABETH'S CAFETERIA,Hospital,2019-04-30,2285996,Canvass,41.90762720752353,2205607.0,-87.68578575863826,Pass w/ Conditions,Risk 1 (High),0,,
5454 N MILWAUKEE AVE ,ANDY'S DELI & BAKERY,Bakery,2019-04-30,2286000,Canvass,41.98060128548532,1818511.0,-87.77241939396973,Pass w/ Conditions,Risk 1 (High),13,,
4830 N PULASKI RD ,SARPINO'S PIZZERIA,Restaurant,2019-04-30,2286017,Canvass Re-Inspection,41.9691923029365,2055430.0,-87.72820341214991,Pass,Risk 2 (Medium),2,,
3308 N WESTERN AVE ,TRUGURT FROZEN YOGURT,Restaurant,2019-04-30,2286018,Canvass,41.94158571345376,2390685.0,-87.6883761991959,Out of Business,Risk 2 (Medium),0,,
5831 S WESTERN AVE ,LITERACY ZONE,Children's Services Facility,2019-04-30,2285966,License,41.78741733368771,2252940.0,-87.68370986045116,Pass,Risk 1 (High),2,,
1401 W 18TH ST ,GIORDANO'S PIZZA,Restaurant,2019-04-30,2285980,Canvass,41.85776469124289,2398344.0,-87.66138509368912,Pass,Risk 1 (High),2,,
1639 W WALNUT ST BLDG  1ST/2ND,,Restaurant,2019-04-30,2285982,License,41.88602080818594,2658945.0,-87.66851554031994,Pass,Risk 1 (High),0,,
8712 S COMMERCIAL AVE ,MAXI BAKERY,Bakery,2019-04-30,2286043,License Re-Inspection,41.736946606132356,2659225.0,-87.55156773617517,Pass,Risk 1 (High),2,,
3214 W 87TH ST ,DUNKIN DONUTS & BASKIN ROBBINS,Restaurant,2019-04-30,2286046,Canvass,41.7352891275082,2405628.0,-87.7025810676121,Pass,Risk 2 (Medium),1,,
736 W RANDOLPH ST ,ROOH CHICAGO,Restaurant,2019-04-30,2286036,License Re-Inspection,41.884519043142966,2636553.0,-87.64721547866671,Pass w/ Conditions,Risk 3 (Low),0,,
736 W RANDOLPH ST ,ROOH CHICAGO,Restaurant,2019-04-30,2286034,License Re-Inspection,41.884519043142966,2636552.0,-87.64721547866671,Pass w/ Conditions,Risk 1 (High),2,,
5245 W FULLERTON AVE ,BIRRERIA AGUSCALIENTES,Restaurant,2019-04-30,2285969,Canvass,41.92397325927494,2549956.0,-87.75798631267563,Out of Business,Risk 1 (High),0,,
2300 S THROOP ST ,FIVE SQUARED FOOD TRUCK,Mobile Food Preparer,2019-04-30,2285991,License,41.85045102427,2664053.0,-87.65879785567869,Pass,Risk 2 (Medium),3,,
2955 W 59TH ST ,JUANITA'S MEXICAN FOOD,Restaurant,2019-04-30,2286006,Canvass,41.78622232540957,1873495.0,-87.69823813089072,Pass w/ Conditions,Risk 1 (High),6,,
2513 W ARMITAGE AVE ,DRINK SHOP,TAVERN,2019-04-30,2285987,License,41.917439165597116,2630763.0,-87.6904748909934,Fail,Risk 3 (Low),0,,
4250 N CENTRAL AVE ,LEGNO/SUPAROSSA CARRY OUT,Restaurant,2019-04-30,2286025,Canvass,41.958373845886854,1869.0,-87.76732076240101,Pass,Risk 1 (High),3,,
3359 W 79TH ST ,SMOKE FILLED ROOM,Restaurant,2019-04-30,2285973,Canvass,41.749557313022706,2517829.0,-87.70721111204942,Pass,Risk 1 (High),4,,
5451 S WENTWORTH AVE ,CHECKERS,Restaurant,2019-04-30,2286041,Complaint,41.79491574083117,2177289.0,-87.63037666540295,Pass w/ Conditions,Risk 1 (High),3,,
1431 N CLAREMONT AVE ,ST ELIZABETH'S CAFETERIA,Hospital,2019-04-30,2285989,Canvass,41.90762720752353,21164.0,-87.68578575863826,Pass w/ Conditions,Risk 1 (High),6,,
5414-5416 W DEVON AVE ,KING PHO PLUS,Restaurant,2019-04-30,2286024,Complaint Re-Inspection,41.997438286068146,2501184.0,-87.76439911874027,Pass,Risk 1 (High),4,,
7043 N CLARK ST ,ROCKY'S TACOS,Restaurant,2019-04-30,2286058,Canvass,42.01027404074789,64463.0,-87.67409926340771,Fail,Risk 1 (High),13,,
6401 N SHERIDAN RD ,7-ELEVEN,Grocery Store,2019-04-30,2285970,Complaint,41.998308806389716,1772181.0,-87.65969638325635,Pass w/ Conditions,Risk 2 (Medium),5,,
619 N WABASH AVE ,PIZZERIA DUE,Restaurant,2019-04-30,2286022,Canvass Re-Inspection,41.8931849885056,1194922.0,-87.62661002969385,Pass w/ Conditions,Risk 1 (High),4,,
2536 W DEVON AVE ,TIFFIN,Restaurant,2019-04-30,2285995,Complaint Re-Inspection,41.99777364797605,44701.0,-87.69377670452054,Pass,Risk 1 (High),0,,
7300 N WESTERN AVE ,ENG'S ASIAN CUISINE,Restaurant,2019-04-30,2286009,Canvass,42.01418398285244,1997628.0,-87.69037834981987,Pass w/ Conditions,Risk 1 (High),7,,
11045 S WENTWORTH AVE ,FIRST STEPS TO SUCCESS,Daycare (2 - 6 Years),2019-04-30,2285968,License,41.6930159120977,2658593.0,-87.62776734622149,Fail,Risk 1 (High),7,,
7301 N WESTERN AVE ,MULLEN'S BAR & GRILL,Restaurant,2019-04-30,2286031,Canvass,42.014182029502905,56159.0,-87.69008398609922,Pass w/ Conditions,Risk 1 (High),9,,
236 W DIVISION ST ,HYDERABAD HOUSE,Restaurant,2019-04-30,2285999,Canvass,41.90393925863843,2550055.0,-87.63610772554479,Out of Business,Risk 1 (High),0,,
6117-6121 S ASHLAND AVE ,I HAVE A DREAM LEARNING DAY CARE CENTER,Daycare Above and Under 2 Years,2019-04-30,2285998,License,41.78257055986688,2216051.0,-87.66414890987468,Pass w/ Conditions,Risk 1 (High),5,,
668 N WELLS ST ,COCORO,Restaurant,2019-04-30,2286029,Canvass,41.89438888562674,48206.0,-87.63428942310922,Pass w/ Conditions,Risk 1 (High),8,,
1601 E 55TH ST ,KIKUYA RESTAURANT,Restaurant,2019-04-30,2286040,Short Form Complaint,41.795075416018456,1546681.0,-87.58752073558597,No Entry,Risk 1 (High),0,,
2922-2924 W IRVING PARK RD ,PITCHFORK FOOD & SALOON,Restaurant,2019-04-30,2285972,Canvass,41.95406687550136,1271831.0,-87.70175255165985,Pass w/ Conditions,Risk 1 (High),6,,
45 N WELLS ST ,LA COCINA MEXICAN GRILL,Restaurant,2019-04-30,2286049,Complaint,41.88308408382353,1926508.0,-87.6337136484779,Pass w/ Conditions,Risk 1 (High),9,,
1212 S MICHIGAN AVE ,SUBWAY,Restaurant,2019-04-30,2285971,Canvass,41.867061452933726,2032865.0,-87.62429155657352,Fail,Risk 1 (High),4,,
3961 W IRVING PARK RD ,TOP DOG II,Restaurant,2019-04-30,2286007,Complaint,41.95354000964034,2129684.0,-87.72747981347084,No Entry,Risk 1 (High),0,,
1639 W WALNUT ST BLDG  1ST/2ND,,Restaurant,2019-04-30,2285984,License,41.88602080818594,2658946.0,-87.66851554031994,Pass,Risk 3 (Low),0,,
346 E 95TH ST ,POPEYE'S CHICKEN & BISCUITS,Restaurant,2019-04-30,2286011,Complaint,41.72199187253153,1985660.0,-87.61470981207701,Pass w/ Conditions,Risk 2 (Medium),3,,
1801 W JACKSON BLVD ,,,2019-04-30,2286042,License,41.87743204716797,2659028.0,-87.67176793891191,Not Ready,,0,,
4830 N PULASKI RD ,SARPINO'S PIZZA,Restaurant,2019-04-30,2286027,License,41.9691923029365,2663719.0,-87.72820341214991,Pass,Risk 2 (Medium),2,,
7748 S KEDZIE AVE ,DON'S HOT DOGS,Restaurant,2019-04-30,2286003,Canvass,41.75204739800112,61226.0,-87.7026077841844,Fail,Risk 2 (Medium),12,,
935-937 W WILSON AVE ,EVERYBODY'S COFFEE,Restaurant,2019-04-30,2285981,Canvass,41.96533475021083,2304448.0,-87.65377546985945,Pass w/ Conditions,Risk 1 (High),4,,
2523-2525  W PETERSON AVE ,FIRST ACADEMY,Children's Services Facility,2019-04-30,2285974,License,41.99036720731882,2501698.0,-87.6931633926933,Pass w/ Conditions,Risk 1 (High),3,,
2200 E 79TH ST ,JR'S JAMAICAN TROPICAL CAFE,Restaurant,2019-04-30,2285993,Complaint,41.75177888469872,2442496.0,-87.57104769245211,Pass w/ Conditions,Risk 1 (High),9,,
734 W FULLERTON AVE ,PHILLY BROS,Restaurant,2019-04-30,2286032,Canvass,41.92557911972458,2636557.0,-87.64768921320083,Pass w/ Conditions,Risk 1 (High),10,,
3301 W EVERGREEN AVE ,EVERGREEN CONVENIENT FOOD,Grocery Store,2019-04-30,2286002,Canvass,41.90543225221215,2570336.0,-87.709442815952,Fail,Risk 1 (High),10,,
914 E 79TH ST ,EAST OF THE RYAN,Restaurant,2019-04-30,2286038,Canvass Re-Inspection,41.7514313030561,12280.0,-87.60211212497248,Fail,Risk 1 (High),15,,
135 N CLINTON ,LE PAIN QUOTIDIEN,Restaurant,2019-04-30,2285977,Canvass,41.88431283109331,2308390.0,-87.64112326659475,Fail,Risk 1 (High),14,,
738 W FULLERTON PKWY ,"BOURGEOIS PIG ! COFFEE, TEA & SPICES CO.",Restaurant,2019-04-30,2285975,Canvass,41.92557595368561,39259.0,-87.64785830762409,Pass w/ Conditions,Risk 1 (High),15,,
6237 N CLARK ST ,HELIX CAFE,Restaurant,2019-04-29,2285898,License Re-Inspection,41.99542843435551,2663850.0,-87.67004103936908,Pass,Risk 2 (Medium),1,,
2761 W LAKE ST ,NOOR FOOD MARKET,Grocery Store,2019-04-29,2285907,Canvass,41.8841379872349,2476050.0,-87.69630388970019,Fail,Risk 1 (High),11,,
1160 W GRAND AVE ,CRAZY BIRD,Restaurant,2019-04-29,2285919,License,41.89119348444125,2616198.0,-87.65705497652716,Pass w/ Conditions,Risk 1 (High),10,,
931 S HOMAN AVE ,DRW COLLEGE PREP CHARTER SCHOOL,School,2019-04-29,2285923,Canvass,41.86931496502419,2202618.0,-87.71048996125391,Pass,Risk 1 (High),2,,
7541 N WESTERN AVE ,METROPOLITAN ASIAN FAMILY SERVICES/GOLDEN DINER,Golden Diner,2019-04-29,2285948,Canvass,42.0187007685644,2225592.0,-87.69003571869438,Pass,Risk 1 (High),0,,
3977 W COLUMBUS AVE ,DUNKIN DONUTS & BASKIN ROBINS,Restaurant,2019-04-29,2285958,Canvass,41.73585223621957,1446432.0,-87.72094571100702,Pass,Risk 2 (Medium),3,2.0,1.0
1840 W Ohio ST ,Talcott,School,2019-04-29,2285906,Canvass Re-Inspection,41.892432350955545,25581.0,-87.67370498741766,Pass w/ Conditions,Risk 1 (High),7,,
2901 W ADDISON ST ,DAPPER'S EAST RESTAURANT,Restaurant,2019-04-29,2285914,Canvass,41.94655282616904,12540.0,-87.700535765616,Pass w/ Conditions,Risk 1 (High),9,,
852 N DAMEN AVE ,FRANCESCA'S CAFE,Restaurant,2019-04-29,2285929,Canvass,41.89749700752528,2589109.0,-87.67724470842808,Pass w/ Conditions,Risk 1 (High),10,,
3473 W COLUMBUS AVE ,TEDDY BEAR NURSERY SCHOOLS,Daycare Above and Under 2 Years,2019-04-29,2285925,License,41.745386721395036,2215478.0,-87.70893056788289,Pass,Risk 1 (High),0,,
3159 W VAN BUREN ST ,V & K RESTAURANT INC,Restaurant,2019-04-29,2285954,Canvass,41.87576696598842,1595973.0,-87.7058476252792,Pass w/ Conditions,Risk 1 (High),4,,
1132 S WABASH AVE ,LOWCOUNTRY 2,Restaurant,2019-04-29,2285960,Canvass,41.86826262122412,2550380.0,-87.62598811966616,Pass w/ Conditions,Risk 1 (High),7,,
8105 S Cicero AVE ,,Grocery Store,2019-04-29,2285903,License,41.74541442471779,2663806.0,-87.74108051492969,Pass,Risk 3 (Low),2,,
75 W ELM ST ,TREASURE ISLAND,Grocery Store,2019-04-29,2285909,Canvass,41.90302613678393,1303.0,-87.6313487721985,Out of Business,Risk 1 (High),0,,
3638-3640 N CLARK ST ,BIG STAR II,Restaurant,2019-04-29,2285952,Canvass,41.948168634367825,2564800.0,-87.65746305156428,Pass w/ Conditions,Risk 1 (High),21,,
3054 W ARMITAGE AVE ,CHENG CHOPSTICKS,Restaurant,2019-04-29,2285917,Canvass,41.91753133022203,2261769.0,-87.70461978939348,Fail,Risk 1 (High),18,,
145 S WESTERN AVE ,WENDY'S 11743,Restaurant,2019-04-29,2285935,Complaint Re-Inspection,41.87894400421384,2535283.0,-87.68622682716615,Pass,Risk 1 (High),1,,
1202 W GRAND AVE ,THE GRINGO,Restaurant,2019-04-29,2285932,Canvass Re-Inspection,41.89118844970238,31079.0,-87.65756869828567,Pass w/ Conditions,Risk 1 (High),2,,
4256 W FULLERTON AVE ,EL TACONAZO JR.,Restaurant,2019-04-29,2285904,Complaint Re-Inspection,41.92450769084945,2354772.0,-87.73398032565292,Pass,Risk 1 (High),1,,
3054 W ARMITAGE AVE ,CHENG CHOPSTICKS,Restaurant,2019-04-29,2285920,License,41.91753133022203,2664003.0,-87.70461978939348,Not Ready,Risk 1 (High),0,,
7544 W ADDISON ST ,ANTHONY'S DINER,Restaurant,2019-04-29,2285940,License,41.945225909077436,2664063.0,-87.81607437620299,Not Ready,Risk 1 (High),0,,
520 N OGDEN AVE ,Jimmy Johns,Restaurant,2019-04-29,2285959,Canvass,41.89176977820589,1959577.0,-87.65860461424934,Pass,Risk 1 (High),2,,
6474 N MILWAUKEE AVE ,RED APPLE BUFFET,Restaurant,2019-04-29,2285939,Canvass,41.99898437284463,17639.0,-87.7895419514987,Pass w/ Conditions,Risk 1 (High),14,,
3601 N Milwaukee (4348W) ,SCHURZ HIGH SCHOOL,School,2019-04-29,2285901,Canvass,41.946407935599396,46281.0,-87.73562541572448,Pass w/ Conditions,Risk 1 (High),9,,
5437 N LINCOLN ,OCEAN SUSHI,Restaurant,2019-04-29,2285947,License Re-Inspection,41.98064880366368,2641534.0,-87.69263549503759,Pass w/ Conditions,Risk 1 (High),3,,
4540 W 63RD ST ,TACOS MARIO'S LIMITED,Restaurant,2019-04-29,2285931,Canvass,41.77860614662516,1447643.0,-87.73659163763277,Pass,Risk 1 (High),5,,
3038-3040 W MONTROSE AVE ,EL CHILE RESTAURANT & PANCAKE HOUSE,Restaurant,2019-04-29,2285957,Canvass Re-Inspection,41.96132000032107,51050.0,-87.70495935686701,Pass w/ Conditions,Risk 1 (High),5,,
7104 N CLARK ST ,TAQUERIA  CD  HIDALGO,Restaurant,2019-04-29,2285930,Short Form Complaint,42.011581363816795,2078867.0,-87.67461423129816,Fail,Risk 1 (High),6,,
5959 W GRAND AVE ,RESTAURANT EL RANCHITO,Restaurant,2019-04-29,2285927,Canvass Re-Inspection,41.92042651834003,1273737.0,-87.77549900214632,Fail,Risk 1 (High),9,,
320 S PLYMOUTH CT ,THE STANDARD CLUB,Restaurant,2019-04-29,2285918,Canvass,41.87758852971419,27947.0,-87.62888073044148,Pass w/ Conditions,Risk 1 (High),9,,
7463 N RIDGE BLVD ,EL RUISENOR DAYCARE,Children's Services Facility,2019-04-29,2285908,License,42.017637330007524,2215996.0,-87.6842790144969,Pass,Risk 1 (High),0,,
3803 W 55TH ST ,FANI Y MONSE GROCERIES,Grocery Store,2019-04-29,2285899,Complaint Re-Inspection,41.79316387234425,2517657.0,-87.71839672530744,Fail,Risk 2 (Medium),3,,
7118 N CLARK ST ,OAATO FOODS,Restaurant,2019-04-29,2285950,Canvass,42.01201023355115,2431903.0,-87.6746862866216,Pass w/ Conditions,Risk 1 (High),15,,
3246 W ADDISON ST ,NEW CHINA BUFFET,Restaurant,2019-04-29,2285941,Complaint,41.94671689837684,2360132.0,-87.70967187367899,Pass,Risk 1 (High),2,,
6525 W ARCHER AVE ,HARMONY RESTAURANT,Restaurant,2019-04-29,2285942,Canvass,41.792163848654795,61757.0,-87.78540566160221,Pass w/ Conditions,Risk 1 (High),14,,
3483 W COLUMBUS AVE ,TEDDY BEAR DAY CARE,Children's Services Facility,2019-04-29,2285945,License,41.7452187040024,2398197.0,-87.70916714528734,Pass,Risk 1 (High),1,,
2911 W TOUHY AVE ,EASTERN STYLE PIZZA II LT,Restaurant,2019-04-29,2285936,Canvass,42.0118937685609,3595.0,-87.70267433778173,Pass w/ Conditions,Risk 1 (High),3,,
5357 N LINCOLN AVE ,TOSCANA,Restaurant,2019-04-29,2285955,Canvass,41.97941114420321,2099465.0,-87.69254008306778,Pass w/ Conditions,Risk 1 (High),4,,
5028 W MAYPOLE ST ,Spencer Academy Annex,School,2019-04-29,2285938,Canvass Re-Inspection,41.88448042455328,1981795.0,-87.75150520284934,Out of Business,Risk 3 (Low),0,,
947 W FULLERTON AVE ,DUNKIN DONUTS,Restaurant,2019-04-29,2285921,Short Form Complaint,41.92527647797991,2560551.0,-87.65303526604298,Pass w/ Conditions,Risk 2 (Medium),5,,
1 W DIVISION ST ,WOW BAO,Restaurant,2019-04-29,2285928,Canvass,41.90383104554419,2560729.0,-87.62874004775948,Pass,Risk 1 (High),0,,
1538 N CLYBOURN AVE ,LATE BLOOMER,Restaurant,2019-04-29,2285924,Canvass,41.90931377383362,2397132.0,-87.64750167889011,Out of Business,Risk 1 (High),0,,
6345 S CENTRAL AVE ,MOM'S & DAD'S DELI,Restaurant,2019-04-29,2285922,Canvass Re-Inspection,41.77673388514405,27392.0,-87.7615279354533,Pass,Risk 1 (High),2,,
5831 N NORTHWEST HWY ,ALDEN NORTHMOOR REHAB & HLTH,Long Term Care,2019-04-29,2285926,Canvass,41.98746908144806,2204327.0,-87.79016081906789,Pass,Risk 1 (High),2,,
